,original_label,score_x,twitter_id,Comments_x,MR1_label,score_y,Comments_y,MR2_label,score,Comments
288,m,0.9316116571426392,1467882491,@ThaStevieG but what I really want is my old bass back ,POS,0.9917694330215454,@ThaStevieG but what I really want is my old bass back I'm not giving up on this!!! #ff @jeweljk !!  You all know how much i LOVE Jewel...please do this for her! She's the NICEST &amp; she replies!,POS,0.9915602803230286,@ThaStevieG but what I really want is my old bass back I'm not giving up on this!!! #ff @jeweljk !!  You all know how much i LOVE Jewel...please do this for her! She's the NICEST &amp; she replies!spring break in plain city... it's snowing 
289,n,0.8725429773330688,1467882592,Mad tired today... Callin it in early tonight  nighty night twittas,POS,0.6624590754508972,"Mad tired today... Callin it in early tonight  nighty night twittas@ridley1013 I agree. The shapeshifting is a copout. I was so excited for Angela's ep, I thought it was this week.  Noah was awesome tho!",NEU,0.5292859077453613,"Mad tired today... Callin it in early tonight  nighty night twittas@ridley1013 I agree. The shapeshifting is a copout. I was so excited for Angela's ep, I thought it was this week.  Noah was awesome tho!My thoughts are with Sandra Cantu's family at this difficult and sad time "
290,p,0.9300448894500732,1467882902,"@LevenRambin: Take it easy, and be good to you. ",POS,0.9805111289024353,"@LevenRambin: Take it easy, and be good to you. @sarahbarnaby Fantastic on all counts! Did you twitpic the cake before it vanished? ",NEG,0.745424211025238,"@LevenRambin: Take it easy, and be good to you. @sarahbarnaby Fantastic on all counts! Did you twitpic the cake before it vanished? Ahhh its raining...thank god I brought my big army jacket.  and all these retards in my class are wearing shirts and short. HAHA."
291,n,0.9691693186759949,1467888679,I'm afraid I had bad code. ,NEU,0.6968194842338562,"I'm afraid I had bad code. @pchaney By the way, I learned about you from @ines, a presentation she gave for #smcsf, spoke verrry highly of you.  ",NEG,0.8449788093566895,"I'm afraid I had bad code. @pchaney By the way, I learned about you from @ines, a presentation she gave for #smcsf, spoke verrry highly of you.  @Henkuyinepu yeah, apparently i have really bad taste "
292,n,0.8408540487289429,1467888732,Think I'm going to bed. Goodniight. I hate this ,NEU,0.5656050443649292,Think I'm going to bed. Goodniight. I hate this @supersport I miss my buddy  ill be in NY on the 25th,NEG,0.48826757073402405,"Think I'm going to bed. Goodniight. I hate this @supersport I miss my buddy  ill be in NY on the 25th@andywana Not sure what they are, only that they are PoS! As much as I want to, I dont think can trade away company assets sorry andy! "
293,p,0.9915129542350769,1467888953,"@riancurtis  i'm here, friend, and i love you.",POS,0.9922820925712585,"@riancurtis  i'm here, friend, and i love you.@akianz renting.. but very cheap renting, and awesome house. We had 3 buying attempts fall through ",POS,0.9901130199432373,"@riancurtis  i'm here, friend, and i love you.@akianz renting.. but very cheap renting, and awesome house. We had 3 buying attempts fall through @naomicullen naominaominaominaominaomi!!! duudde did you watch the live chat last night?!?!? i did  and WHY ARENT YOU ONLINE WHEN I AM?!?"
294,n,0.5417826175689697,1467889231,@kariajay  All this time you didn't notice I was gone...just needed DB2 is it??,POS,0.9735088348388672,@kariajay  All this time you didn't notice I was gone...just needed DB2 is it??Best friend randomly woke me up today! Partaayyy!!! ,POS,0.8271031379699707,"@kariajay  All this time you didn't notice I was gone...just needed DB2 is it??Best friend randomly woke me up today! Partaayyy!!! so rylee,grace...wana go steve's party or not?? SADLY SINCE ITS EASTER I WNT B ABLE 2 DO MUCH  BUT OHH WELL....."
295,n,0.7484237551689148,1467889251,@aaronrva is in the bathroom and i have to pee!    ,NEU,0.81202232837677,@aaronrva is in the bathroom and i have to pee!    @Jeffree_Star Jeffree! How do you keep your hair one color? My PERMANENT dye fades within the week ,NEU,0.6536951661109924,"@aaronrva is in the bathroom and i have to pee!    @Jeffree_Star Jeffree! How do you keep your hair one color? My PERMANENT dye fades within the week @vene2ia ...not yet unfortunately, another few weeks I've been told  How are you? I've been a little bit busy with my latest project."
296,m,0.8606216311454773,1467889334,@ashleyskyy but I wanted a margarita too! ,NEU,0.5903608798980713,@ashleyskyy but I wanted a margarita too! @marieclr I was serious  LOL,NEG,0.8013486266136169,@ashleyskyy but I wanted a margarita too! @marieclr I was serious  LOLGetting eyebrows waxed. More pain 
297,n,0.9835678339004517,1467889574,@KourtneyKardash yup night workouts r the worst but unfortunetly my work schedule only allows me to go at night  its tough!,NEG,0.9820908904075623,@KourtneyKardash yup night workouts r the worst but unfortunetly my work schedule only allows me to go at night  its tough!@yulianasari night! sweet dreams ,NEG,0.9783191084861755,"@KourtneyKardash yup night workouts r the worst but unfortunetly my work schedule only allows me to go at night  its tough!@yulianasari night! sweet dreams #3 woke up and was having an accident - &quot;It's pushing, it's pushing!&quot; he was crying because he couldn't stop from wetting his pants.  "
298,p,0.7456623911857605,1467889791,Just called Hillsong again - they said they couldn't tell me where I was on the waiting list - I don't know if it's looking so good ,POS,0.9290823936462402,Just called Hillsong again - they said they couldn't tell me where I was on the waiting list - I don't know if it's looking so good Got our yearbooks! ,POS,0.6729404330253601,"Just called Hillsong again - they said they couldn't tell me where I was on the waiting list - I don't know if it's looking so good Got our yearbooks! @griffmiester no exchanging for me, my laptop hasn't arrived "
299,m,0.9761901497840881,1467889988,"has 0g of milky bar left, and around 200ml of coke ",POS,0.9105830788612366,"has 0g of milky bar left, and around 200ml of coke Up oh so early! Off to the river to have fun in the sun ",NEG,0.9066131711006165,"has 0g of milky bar left, and around 200ml of coke Up oh so early! Off to the river to have fun in the sun Good GOD they ruined my belly button!!!  "
300,n,0.7557897567749023,1467890079,@jokerrrr It stillllll hasn't arrived ,NEU,0.6779282689094543,@jokerrrr It stillllll hasn't arrived @psyfe Sounds like a great solution strategy ,NEG,0.4941192865371704,"@jokerrrr It stillllll hasn't arrived @psyfe Sounds like a great solution strategy Dammit, episode 3 of Kings won't play for some reason  stopped in the middle now won't do anything"
301,n,0.9620627760887146,1467890212,"Mraow, I feel like dancing, but first art school wants to rape me some more. ",NEG,0.509069561958313,"Mraow, I feel like dancing, but first art school wants to rape me some more. @pamderamus That makes 2 of us!  Hope you have a great weekend!!  ",NEG,0.9489762187004089,"Mraow, I feel like dancing, but first art school wants to rape me some more. @pamderamus That makes 2 of us!  Hope you have a great weekend!!  I miss you twitter. My phone broke, now I'm using a stupid Nokia phone. Ughhh, I miss my advance phone. "
302,m,0.7631487250328064,1467890222,@karenucol ah! I bet it does I've been like craving to play softball or basketball !!! But I have noo time ,POS,0.9788020849227905,"@karenucol ah! I bet it does I've been like craving to play softball or basketball !!! But I have noo time #FF Smart, Witty, &amp; Sassy Ladies (Did I mention Smart?)    @kimdhbutler @jbranigan @williger @beingswell",POS,0.8989250063896179,"@karenucol ah! I bet it does I've been like craving to play softball or basketball !!! But I have noo time #FF Smart, Witty, &amp; Sassy Ladies (Did I mention Smart?)    @kimdhbutler @jbranigan @williger @beingswellwhy is it always the fat ones?! "
303,n,0.8521615266799927,1467890723,Is terrified she accidentally deleted a reference in her management assignment and hopes she doesnt get in trouble when she gets back ,NEU,0.4712144732475281,Is terrified she accidentally deleted a reference in her management assignment and hopes she doesnt get in trouble when she gets back @JonathanRKnight Awww I soo wish I was there to see you finally comfortable! Im sad that I missed it ,NEG,0.9271381497383118,"Is terrified she accidentally deleted a reference in her management assignment and hopes she doesnt get in trouble when she gets back @JonathanRKnight Awww I soo wish I was there to see you finally comfortable! Im sad that I missed it I miss you twitter. My phone broke, now I'm using a stupid Nokia phone. Ughhh, I miss my advance phone. "
304,n,0.9806621074676514,1467891826,amazon s3 plugin not worked in my website . it need PHP 5 . but my hosting provider has only PHP 4.4  . very sad.,NEG,0.9770944714546204,amazon s3 plugin not worked in my website . it need PHP 5 . but my hosting provider has only PHP 4.4  . very sad.Had a nice run  Now for Optometrist :/,NEG,0.9842288494110107,amazon s3 plugin not worked in my website . it need PHP 5 . but my hosting provider has only PHP 4.4  . very sad.Had a nice run  Now for Optometrist :/@kaeeeep yeah! i know! it was horrible!!!! ugh. saddening. 
305,n,0.9744489192962646,1467891880,"Argh! I was suuuper sleepy an hour ago, now I'm wide awake.  Hope I don't stay up all night. :-/",NEG,0.6674240827560425,"Argh! I was suuuper sleepy an hour ago, now I'm wide awake.  Hope I don't stay up all night. :-/6 years and counting today!  time really DOES fly when you're having fun.  yabyu! @cates",NEG,0.703521192073822,"Argh! I was suuuper sleepy an hour ago, now I'm wide awake.  Hope I don't stay up all night. :-/6 years and counting today!  time really DOES fly when you're having fun.  yabyu! @catesKind of longs for the bus that shows up at the end of Ghost World right now. Ugh. "
306,p,0.9408963918685913,1467892075,"@austinhill I wish I was!  Sold out   If you have some time let me know, I would love to hear more about what you are up to!",POS,0.9908463358879089,"@austinhill I wish I was!  Sold out   If you have some time let me know, I would love to hear more about what you are up to!is very happy because there are no tests anymore ",POS,0.9880687594413757,"@austinhill I wish I was!  Sold out   If you have some time let me know, I would love to hear more about what you are up to!is very happy because there are no tests anymore @Anistorm Sorry "
307,n,0.8608070611953735,1467892419,Just watched tropic thunder. Dreading tomorrow ,NEU,0.5159801244735718,Just watched tropic thunder. Dreading tomorrow is looking forward to the weekend ahead ,NEG,0.9816477298736572,Just watched tropic thunder. Dreading tomorrow is looking forward to the weekend ahead laid around too much today... now my head hurts 
308,n,0.9344566464424133,1467892515,@qweendassah no...he's still miss'n... ,POS,0.9914824962615967,@qweendassah no...he's still miss'n... @ladyjai87 @JammieAdams happy birthday!! Hope u have a blessed one  ~Thank you lil momma its already blessed He woke me up this morning ~,NEG,0.7390565872192383,"@qweendassah no...he's still miss'n... @ladyjai87 @JammieAdams happy birthday!! Hope u have a blessed one  ~Thank you lil momma its already blessed He woke me up this morning ~pray for me please, the ex is threatening to start sh** at my/our babies 1st Birthday party. what a jerk. and I still have a headache "
309,n,0.84395831823349,1467892667,ChiefDelphi is down ,POS,0.9706051349639893,"ChiefDelphi is down @tommcfly carrie posted that early, they make me laugh because they look like posh boys from all boys school, good job though! ",POS,0.9517706036567688,"ChiefDelphi is down @tommcfly carrie posted that early, they make me laugh because they look like posh boys from all boys school, good job though! really don't feel like getting up today... but got to study to for tomorrows practical exam... "
310,n,0.6813255548477173,1467892720,"http://twitpic.com/2y2wr - according to my bro, our new puppy had a poo fight and was covered in poop  (picture stolen from him)",NEU,0.7072202563285828,"http://twitpic.com/2y2wr - according to my bro, our new puppy had a poo fight and was covered in poop  (picture stolen from him)Found a good song on #spotify : http://bit.ly/p8xts ",NEU,0.6307144165039062,"http://twitpic.com/2y2wr - according to my bro, our new puppy had a poo fight and was covered in poop  (picture stolen from him)Found a good song on #spotify : http://bit.ly/p8xts @jacobsummers Sorry  tell them mea culpa from me and that I really am sorry."
311,m,0.6652409434318542,1467892760,playing game at home! my new boss didn't call me yet... ,POS,0.7605886459350586,playing game at home! my new boss didn't call me yet... @exhilarating take care. should be cheerful coz you're the lucky one. ,NEU,0.6181148886680603,playing game at home! my new boss didn't call me yet... @exhilarating take care. should be cheerful coz you're the lucky one. ugh. cant sleep. its 1:30am. 
312,n,0.8856590986251831,1467892889,Su yin Huen tweeted I feel unbearable guilt. I made my staff cry  http://tinyurl.com/cw2l9t,NEG,0.6753985285758972,Su yin Huen tweeted I feel unbearable guilt. I made my staff cry  http://tinyurl.com/cw2l9tAnother very very busy day at the salon! Mixin up color! ,NEG,0.9711369276046753,Su yin Huen tweeted I feel unbearable guilt. I made my staff cry  http://tinyurl.com/cw2l9tAnother very very busy day at the salon! Mixin up color! RIP Sandra....its so sad    how can someone do something like that??
313,n,0.9792556166648865,1467892945,Poor Joshy is sick???   those damn tejanos!,NEG,0.9578587412834167,Poor Joshy is sick???   those damn tejanos!@mattChevy Get outta here! That's awesome! Though I think we may need to put that to the test one of these days ,NEG,0.9692639112472534,Poor Joshy is sick???   those damn tejanos!@mattChevy Get outta here! That's awesome! Though I think we may need to put that to the test one of these days Is pissed off that there's no ASBA's for a radio station. 
314,n,0.6641015410423279,1467893163,My thoughts are with Sandra Cantu's family at this difficult and sad time ,NEU,0.5534183382987976,My thoughts are with Sandra Cantu's family at this difficult and sad time TuesdayÃ¯Â¿Â½ll start with reflection Ã¯Â¿Â½n then a lecture in Stress reducing techniques. That sure might become very useful for us accompaniers ,NEG,0.948506236076355,My thoughts are with Sandra Cantu's family at this difficult and sad time TuesdayÃ¯Â¿Â½ll start with reflection Ã¯Â¿Â½n then a lecture in Stress reducing techniques. That sure might become very useful for us accompaniers walking home from school drains all my energy 
315,m,0.9674392938613892,1467893258,"@FranzGlaus I know, just wanted to let everybody know what was happening  ",NEU,0.7569318413734436,"@FranzGlaus I know, just wanted to let everybody know what was happening  @sarah2175 thanks for the follow Friday ",NEU,0.5364682078361511,"@FranzGlaus I know, just wanted to let everybody know what was happening  @sarah2175 thanks for the follow Friday @_CrC_ damn whats up with all of the rain! no worries by the time y'all make it to HOUSTON it will be hot as hell. lets DO this "
316,n,0.9846090078353882,1467893275,Michigan who?  I don't know them.                   *sigh*   Shameful!,POS,0.9485506415367126,Michigan who?  I don't know them.                   *sigh*   Shameful!@opentheharbors sweet...thanks for sharing   sometimes I forget just how amazing He is &amp; the things He's said to us!,POS,0.9235931634902954,Michigan who?  I don't know them.                   *sigh*   Shameful!@opentheharbors sweet...thanks for sharing   sometimes I forget just how amazing He is &amp; the things He's said to us!@jokerrrr It stillllll hasn't arrived 
317,n,0.7349918484687805,1467893504,i have to fill two hours ,POS,0.8513247966766357,i have to fill two hours @entreprediva @CesLSU @liz777ann2 @ImaNicePerson @ChipEFT @ByDezin Thank you for #followfriday luv ,NEG,0.8365941047668457,i have to fill two hours @entreprediva @CesLSU @liz777ann2 @ImaNicePerson @ChipEFT @ByDezin Thank you for #followfriday luv I'm not still up I swear. Why do I keep losing. gaining. losing. gaining. tweeps?  So heart wrenching.
318,p,0.9864440560340881,1467893730,"@alicayaba so cuuute! hey, i miss you na!  its not the same not seeing you girls everyday ",POS,0.9804717898368835,"@alicayaba so cuuute! hey, i miss you na!  its not the same not seeing you girls everyday @stephenofficial hvent see you twit for a while.must b having busy day uh? do take care,and hv a lovely friday ",POS,0.6784265041351318,"@alicayaba so cuuute! hey, i miss you na!  its not the same not seeing you girls everyday @stephenofficial hvent see you twit for a while.must b having busy day uh? do take care,and hv a lovely friday @jonesette hahaha i think we all have to be sarcastic to some extend; basics of comedy - and what a pathetic day without laughter "
319,p,0.9902241826057434,1467894593,@JonathanRKnight Oh! Did I mention it? &quot;Gooooood Moooorniiiiiiing&quot;  from Germany! Im back in my cage....or better...my office ,POS,0.9916461110115051,@JonathanRKnight Oh! Did I mention it? &quot;Gooooood Moooorniiiiiiing&quot;  from Germany! Im back in my cage....or better...my office Just called Hillsong again - they said they couldn't tell me where I was on the waiting list - I don't know if it's looking so good ,POS,0.933967113494873,@JonathanRKnight Oh! Did I mention it? &quot;Gooooood Moooorniiiiiiing&quot;  from Germany! Im back in my cage....or better...my office Just called Hillsong again - they said they couldn't tell me where I was on the waiting list - I don't know if it's looking so good @cleders sorry...i was rooting for them too... 
320,n,0.9732668995857239,1467894600,throat is closing up and i had some string cheese. not a good idea ,NEG,0.8137578368186951,"throat is closing up and i had some string cheese. not a good idea @kelly_straycat  btw, THANK YOU SOOOO MUCH FOR  THAT PLUG FROM BEFORE!!!! i was wondering where the twitter requests was coming from ",NEG,0.9662702083587646,"throat is closing up and i had some string cheese. not a good idea @kelly_straycat  btw, THANK YOU SOOOO MUCH FOR  THAT PLUG FROM BEFORE!!!! i was wondering where the twitter requests was coming from my whole body feels itchy and like its on fire "
321,n,0.9831399321556091,1467894746,"Aww, Sandra Cantu is found dead in a suitcase  Missing children stories never seem to go good. Poor family.",NEG,0.980148196220398,"Aww, Sandra Cantu is found dead in a suitcase  Missing children stories never seem to go good. Poor family.@HelpYouWell morning honey ",NEG,0.9734771251678467,"Aww, Sandra Cantu is found dead in a suitcase  Missing children stories never seem to go good. Poor family.@HelpYouWell morning honey @Marge_Inovera I tried tweetdeck once and I hated it with a passion. Or it hated me, I'm not sure... "
322,m,0.6665100455284119,1467894749,wishing i was home underneath my covers ,NEU,0.8253932595252991,wishing i was home underneath my covers @DENISE_RICHARDS You are SO busy with interviews!  Hang in there ,NEU,0.6523337364196777,"wishing i was home underneath my covers @DENISE_RICHARDS You are SO busy with interviews!  Hang in there http://twitpic.com/2y2wr - according to my bro, our new puppy had a poo fight and was covered in poop  (picture stolen from him)"
323,n,0.9615499377250671,1467894750,walking home from school drains all my energy ,POS,0.8449155688285828,"walking home from school drains all my energy @debbieskerten how lovely! Reminds me,  am getting a Norfolk fix soon. Heading to North Norfolk before week in Centre Parcs - can't wait. ",NEU,0.43227875232696533,"walking home from school drains all my energy @debbieskerten how lovely! Reminds me,  am getting a Norfolk fix soon. Heading to North Norfolk before week in Centre Parcs - can't wait. Oh man...was ironing @jeancjumbe's fave top to wear to a meeting. Burnt it "
324,p,0.9613940119743347,1467894786,"@ridley1013 I agree. The shapeshifting is a copout. I was so excited for Angela's ep, I thought it was this week.  Noah was awesome tho!",POS,0.968059778213501,"@ridley1013 I agree. The shapeshifting is a copout. I was so excited for Angela's ep, I thought it was this week.  Noah was awesome tho!@buckhollywood smile ",NEU,0.5202979445457458,"@ridley1013 I agree. The shapeshifting is a copout. I was so excited for Angela's ep, I thought it was this week.  Noah was awesome tho!@buckhollywood smile My son Vincas is sick, so I stay at home  Just three tense days at work, and I am back on holiday with kids"
325,m,0.6213560104370117,1467894841,@SaveTheStrib Dang! I would have done this if I knew it was there earlier.  Any other outings planned?,POS,0.9623313546180725,@SaveTheStrib Dang! I would have done this if I knew it was there earlier.  Any other outings planned?@lisarinna: Ahh a lot of people still love you and I def want to read your book ,NEU,0.5446397066116333,"@SaveTheStrib Dang! I would have done this if I knew it was there earlier.  Any other outings planned?@lisarinna: Ahh a lot of people still love you and I def want to read your book My tummy hurts.  I wonder if the hypnosis has anything to do with it? If so, it's working, I get it, STOP SMOKING!!!"
326,n,0.9114633202552795,1467894898,I wish I was better at writing. It's taking me so long to write this paper. ,NEU,0.680834174156189,I wish I was better at writing. It's taking me so long to write this paper. Just called Hillsong again - they said they couldn't tell me where I was on the waiting list - I don't know if it's looking so good ,NEG,0.8968804478645325,I wish I was better at writing. It's taking me so long to write this paper. Just called Hillsong again - they said they couldn't tell me where I was on the waiting list - I don't know if it's looking so good Wish I had all the XBLM downloads all on the gamertag 'Hitokyri'. This 5 gamertag thing is nonsense... and I'm tired of it 
327,n,0.9700410962104797,1467895048,..and of course... I have access to my Halo 3 Mythic Map Pack re-download.. but bad news.. not the Legendary Map Pack... ugh.. 600MS... ,POS,0.8263974189758301,..and of course... I have access to my Halo 3 Mythic Map Pack re-download.. but bad news.. not the Legendary Map Pack... ugh.. 600MS... @ladyjai87 @JammieAdams happy birthday!! Hope u have a blessed one  ~Thank you lil momma its already blessed He woke me up this morning ~,NEG,0.6614364981651306,..and of course... I have access to my Halo 3 Mythic Map Pack re-download.. but bad news.. not the Legendary Map Pack... ugh.. 600MS... @ladyjai87 @JammieAdams happy birthday!! Hope u have a blessed one  ~Thank you lil momma its already blessed He woke me up this morning ~@NehaDP Me too.  I can't stand American Idol.  You are not the only one 
328,n,0.5576379299163818,1467895109,"@vene2ia ...not yet unfortunately, another few weeks I've been told  How are you? I've been a little bit busy with my latest project.",NEU,0.6754038333892822,"@vene2ia ...not yet unfortunately, another few weeks I've been told  How are you? I've been a little bit busy with my latest project.@LizzyBee16 I knowww!! I barely watch anything on Nick and CN these days. I still watch Disney tho, well yeah, it's my favorite channel ",NEG,0.9191138744354248,"@vene2ia ...not yet unfortunately, another few weeks I've been told  How are you? I've been a little bit busy with my latest project.@LizzyBee16 I knowww!! I barely watch anything on Nick and CN these days. I still watch Disney tho, well yeah, it's my favorite channel Late night snack, glass of OJ b/c I'm &quot;down with the sickness&quot;, then back to sleep...ugh I hate getting sick... "
329,p,0.669094443321228,1467895424,@thecoolestout Ha the sun's already gone ,POS,0.9883190393447876,@thecoolestout Ha the sun's already gone @YoungQ Morning Rob!!  Blessings and have a great day too!! ,POS,0.97076416015625,@thecoolestout Ha the sun's already gone @YoungQ Morning Rob!!  Blessings and have a great day too!! is tireddddddd. want to sleep but i have an assignment to finish and an exam tomorrow to study for 
330,n,0.5981427431106567,1467895478,day 2. a lot harder than day 1. let's see how day 3 goes tomorrow. ,POS,0.8654767274856567,"day 2. a lot harder than day 1. let's see how day 3 goes tomorrow. Today's weather is wonderful. Cloudy, windy, and supposed to max out 10 degrees cooler than yesterday. This is my kind of weather. ",NEG,0.4565598666667938,"day 2. a lot harder than day 1. let's see how day 3 goes tomorrow. Today's weather is wonderful. Cloudy, windy, and supposed to max out 10 degrees cooler than yesterday. This is my kind of weather. Mad tired today... Callin it in early tonight  nighty night twittas"
331,n,0.9305205345153809,1467895481,My man crush Jake Peavy let me down  #gayforpeavy,NEU,0.5466885566711426,My man crush Jake Peavy let me down  #gayforpeavythis is why I love my job...today we are using old newspaper and making paper out of it for a science project ,NEG,0.8862136602401733,My man crush Jake Peavy let me down  #gayforpeavythis is why I love my job...today we are using old newspaper and making paper out of it for a science project @Sofii_Noel thatÃ¯Â¿Â½s bad 
332,n,0.7906882762908936,1467895712,"@trishzw megafast trip, you have time during day tom/weds? Or, you going out tonight? Want to see you bad. Tried to warn you, tech fail ",POS,0.7843419909477234,"@trishzw megafast trip, you have time during day tom/weds? Or, you going out tonight? Want to see you bad. Tried to warn you, tech fail #Followfriday @utterhip Thank you for the glowing recommendation!! Wow I'm feeling kinda special! Lol Thanks ",NEG,0.8862478733062744,"@trishzw megafast trip, you have time during day tom/weds? Or, you going out tonight? Want to see you bad. Tried to warn you, tech fail #Followfriday @utterhip Thank you for the glowing recommendation!! Wow I'm feeling kinda special! Lol Thanks Wish I had all the XBLM downloads all on the gamertag 'Hitokyri'. This 5 gamertag thing is nonsense... and I'm tired of it "
333,n,0.9813257455825806,1467896211,michigan state you make me sad ,NEG,0.864998459815979,michigan state you make me sad I love my texttone. Damned if i do ya. ,NEG,0.9685453176498413,michigan state you make me sad I love my texttone. Damned if i do ya. HELP! I need a new boyfriend... I'm stuck in a rut 
334,n,0.9813879728317261,1467896253,omg. my mouth is in so much pain  i just wanna sleep untill its time to take my braces off.,NEG,0.9464231133460999,omg. my mouth is in so much pain  i just wanna sleep untill its time to take my braces off.@Laurenkatee hope everything is ok for you and things get better ,NEG,0.9783244729042053,"omg. my mouth is in so much pain  i just wanna sleep untill its time to take my braces off.@Laurenkatee hope everything is ok for you and things get better @burgaw Ooooooh! *sealclap* See, I download shitloads of zip folders off 4chan. I have no internet moneys.  FUCK YEAH ALICIA &amp; MIKEY."
335,n,0.9831367135047913,1467896463,getting annoyed easily today  &gt;&gt;&gt; biofuel proposal: getting annoyed easily today  &gt;&gt;&gt; biof.. http://tinyurl.com/ceprvs,NEG,0.9290940165519714,getting annoyed easily today  &gt;&gt;&gt; biofuel proposal: getting annoyed easily today  &gt;&gt;&gt; biof.. http://tinyurl.com/ceprvs@murphysblues ~ morning! thx 4 the (edited! ... LOL! all good!) rt!  have gr8 friday &amp; weekend!,NEG,0.961816668510437,getting annoyed easily today  &gt;&gt;&gt; biofuel proposal: getting annoyed easily today  &gt;&gt;&gt; biof.. http://tinyurl.com/ceprvs@murphysblues ~ morning! thx 4 the (edited! ... LOL! all good!) rt!  have gr8 friday &amp; weekend!HEROES just isn't doing it for me this season... 
336,p,0.8978227972984314,1467896777,@MizzChievouz Hey girl. The site is back.  Girlyvue is back and they have even more videos. ,POS,0.9923412799835205,@MizzChievouz Hey girl. The site is back.  Girlyvue is back and they have even more videos. THE PPL @ T-MOBiLE ARE ALWAYS SO NiCE &amp;&amp; THEY ALWAYS FiX ANY PROBLEMS PROMPTLY. ,POS,0.9889816045761108,@MizzChievouz Hey girl. The site is back.  Girlyvue is back and they have even more videos. THE PPL @ T-MOBiLE ARE ALWAYS SO NiCE &amp;&amp; THEY ALWAYS FiX ANY PROBLEMS PROMPTLY. gotta do my cooking assignment  its too hard
337,m,0.9034374952316284,1467896778,@a5hleyf i'm spending time with my grandma early tomorrow and i can't leave skittles by herself. ,POS,0.9892147183418274,@a5hleyf i'm spending time with my grandma early tomorrow and i can't leave skittles by herself. Glad to be @benoittwitts 's first follower! Welcome to Twitter Benoit... and PeerPong soon ,POS,0.9849866032600403,"@a5hleyf i'm spending time with my grandma early tomorrow and i can't leave skittles by herself. Glad to be @benoittwitts 's first follower! Welcome to Twitter Benoit... and PeerPong soon Dammit, episode 3 of Kings won't play for some reason  stopped in the middle now won't do anything"
338,m,0.904917299747467,1467896898,just got home from watching Michigan State get tromped!   ,POS,0.9921544194221497,"just got home from watching Michigan State get tromped!   Happy Weekend!!!!!!!   4 more hours of work, then time to relax!",NEG,0.8848478198051453,"just got home from watching Michigan State get tromped!   Happy Weekend!!!!!!!   4 more hours of work, then time to relax!@grum WAH I can't see clip, must be el-stupido work filters. Can't wait 'till I get a 'puter. Something else 2 blame ex 4. He broke mine "
339,n,0.9730420112609863,1467896911,"Oh jew-bus! Two years worth of classes' work is ALOT to organize &gt;_&lt; i'm not finishing tonight, it's not possible...my bones ache ",POS,0.715632975101471,"Oh jew-bus! Two years worth of classes' work is ALOT to organize &gt;_&lt; i'm not finishing tonight, it's not possible...my bones ache @PaulaAbdul awww, Good luck Paula!! Please don't work too hard  but I hope you have fun  Your new album is gonna be amazing!  xxx",POS,0.4404522180557251,"Oh jew-bus! Two years worth of classes' work is ALOT to organize &gt;_&lt; i'm not finishing tonight, it's not possible...my bones ache @PaulaAbdul awww, Good luck Paula!! Please don't work too hard  but I hope you have fun  Your new album is gonna be amazing!  xxx@octolinz16 It it counts, idk why I did either. you never talk to me anymore "
340,n,0.948419988155365,1467896996,"@griffmiester no exchanging for me, my laptop hasn't arrived ",NEG,0.8396444320678711,"@griffmiester no exchanging for me, my laptop hasn't arrived dierks bentley is comin' to columbus, OH!! i wanna go so bad ",NEG,0.974316418170929,"@griffmiester no exchanging for me, my laptop hasn't arrived dierks bentley is comin' to columbus, OH!! i wanna go so bad @KishoreK this is strange, illegal torrents avlbl everywhere, legal DVD not in stock  What do I do now???"
341,n,0.9804129004478455,1467897316,@hyperbets i hope this doesn't last too long.  i feel miserable!,NEG,0.9762700200080872,@hyperbets i hope this doesn't last too long.  i feel miserable!not minding the rain today cuz he makes me ,NEG,0.9840136170387268,@hyperbets i hope this doesn't last too long.  i feel miserable!not minding the rain today cuz he makes me @Brandizzzle08 yoyoyo. my internet has been rude tonight. it JUST reconnected and I'm about to go to bed. 
342,n,0.9844623804092407,1467897981,@rcompo RACHEL! hang outage is neccessary - i was gonna be home this wekend but dumb folk make me work   so im free F and Sat until 4...,NEG,0.9762495756149292,@rcompo RACHEL! hang outage is neccessary - i was gonna be home this wekend but dumb folk make me work   so im free F and Sat until 4...Save the Mangos! Ã¢â¬â @StuccoHouse Thank you!!! Is that 1 or 2 large mangos or 102?  http://tinyurl.com/pjpkpa,NEG,0.9798837900161743,"@rcompo RACHEL! hang outage is neccessary - i was gonna be home this wekend but dumb folk make me work   so im free F and Sat until 4...Save the Mangos! Ã¢â¬â @StuccoHouse Thank you!!! Is that 1 or 2 large mangos or 102?  http://tinyurl.com/pjpkpa@smarrison i would've been the first, but i didn't have a gun.    not really though, zac snyder's just a doucheclown."
